Date,Game ID
2024-11-04,5728454
2024-11-04,5732438
2024-11-04,5810321
2024-11-04,5733401
2024-11-04,5732994
2024-11-04,5733964
2024-11-04,5732350
2024-11-04,5728515
2024-11-04,5738104
2024-11-04,5740718
2024-11-04,5810587
2024-11-04,5730954
2024-11-04,5731715
2024-11-04,5740785
2024-11-04,5737408
2024-11-04,5734360
2024-11-04,5731636
2024-11-04,5737357
2024-11-04,5730092
2024-11-04,5737993
2024-11-04,5729207
2024-11-04,5732436
2024-11-04,5738266
2024-11-04,5732207
2024-11-04,5732492
2024-11-04,5729896
2024-11-04,5733165
2024-11-04,5735530
2024-11-04,5809645
2024-11-04,5728322
2024-11-04,5736263
2024-11-04,5730885
2024-11-04,5731255
2024-11-04,5738650
2024-11-04,5723620
2024-11-04,5731910
2024-11-04,5740663
2024-11-04,5736554
2024-11-04,5733283
2024-11-04,5730146
2024-11-04,5736130
2024-11-04,5729103
2024-11-04,5810207
2024-11-04,5728495
2024-11-04,5723413
2024-11-04,5729676
2024-11-04,5722886
2024-11-04,5725864
2024-11-04,5723596
2024-11-04,5723331
2024-11-04,5723459
2024-11-04,5737804
2024-11-04,5723011
2024-11-04,5736914
2024-11-04,5740752
2024-11-04,5734122
2024-11-04,5722324
2024-11-04,5723831
2024-11-04,5733190
2024-11-04,5722140
2024-11-04,5734324
2024-11-04,5740763
2024-11-04,5729914
2024-11-04,5732758
2024-11-04,5732121
2024-11-04,5734390
2024-11-04,5725886
2024-11-04,5732795
2024-11-04,5722933
2024-11-04,5722009
2024-11-04,5723412
2024-11-04,5740568
2024-11-04,5733924
2024-11-04,5728328
2024-11-04,5735469
2024-11-04,5728886
2024-11-04,5732357
2024-11-04,5722708
2024-11-04,5729698
2024-11-04,5738140
2024-11-04,5732420
2024-11-04,5730571
2024-11-04,5723528
2024-11-04,5735064
2024-11-04,5810007
2024-11-04,5731118
2024-11-04,5737560
2024-11-04,5732982
2024-11-04,5810378
2024-11-04,5734261
2024-11-04,5734328
2024-11-04,5732597
2024-11-04,5738659
2024-11-04,5733987
2024-11-04,5730772
2024-11-04,5733859
2024-11-04,5736787
2024-11-04,5722757
2024-11-04,5733847
2024-11-04,5729874
2024-11-04,5733369
2024-11-04,5728493
2024-11-04,5735701
2024-11-04,5737845
2024-11-04,5731542
2024-11-04,5732425
2024-11-05,5736105
2024-11-05,5732531
2024-11-05,5729441
2024-11-05,5723971
2024-11-05,5734124
2024-11-05,5729675
2024-11-05,5740737
2024-11-05,5722701
2024-11-05,5723811
2024-11-05,5736892
2024-11-05,5734597
2024-11-06,5722325
2024-11-06,5722755
2024-11-06,5732505
2024-11-06,5756587
2024-11-06,5737794
2024-11-06,5736799
2024-11-06,5722700
2024-11-06,5740648
2024-11-06,5728357
2024-11-06,5729361
2024-11-06,5756727
2024-11-06,5728792
2024-11-06,5737609
2024-11-06,5734749
2024-11-06,5732176
2024-11-06,5736560
2024-11-06,5733854
2024-11-06,5730093
2024-11-06,5729357
2024-11-06,5730857
2024-11-06,5734262
2024-11-06,5729701
2024-11-06,5809649
2024-11-06,5740689
2024-11-06,5734333
2024-11-06,5730362
2024-11-06,5729282
2024-11-06,5730020
2024-11-06,5729770
2024-11-06,5722806
2024-11-06,5730911
2024-11-06,5734394
2024-11-06,5728343
2024-11-06,5734605
2024-11-06,5737850
2024-11-06,5730580
2024-11-06,5732405
2024-11-07,5728455
2024-11-07,5732372
2024-11-07,5732851
2024-11-07,5734611
2024-11-07,5729209
2024-11-07,5729678
2024-11-07,5834332
2024-11-07,5732978
2024-11-07,5730278
2024-11-07,5722613
2024-11-07,5730773
2024-11-07,5738166
2024-11-07,5722703
2024-11-07,5730185
2024-11-07,5732246
2024-11-07,5735272
2024-11-07,5740589
2024-11-07,5732687
2024-11-07,5735505
2024-11-07,5736740
2024-11-07,5738032
2024-11-07,5733635
2024-11-07,5728888
2024-11-07,5733522
2024-11-07,5733375
2024-11-07,5735075
2024-11-07,5729946
2024-11-07,5723641
2024-11-07,5732985
2024-11-07,5733840
2024-11-07,5732991
2024-11-07,5729056
2024-11-07,5737380
2024-11-07,5731312
2024-11-07,5731120
2024-11-07,5728624
2024-11-07,5732668
2024-11-07,5734377
2024-11-07,5730955
2024-11-07,5729026
2024-11-07,5725866
2024-11-07,5722530
2024-11-08,5740719
2024-11-08,5732388
2024-11-08,5732451
2024-11-08,5729250
2024-11-08,5729396
2024-11-08,5732038
2024-11-08,5734076
2024-11-08,5738238
2024-11-08,5728499
2024-11-08,5729935
2024-11-08,5737147
2024-11-08,5731014
2024-11-08,5722403
2024-11-08,5733929
2024-11-08,5732362
2024-11-08,5732041
2024-11-08,5738196
2024-11-08,5728514
2024-11-08,5735651
2024-11-08,5732361
2024-11-08,5729930
2024-11-08,5731181
2024-11-08,5733167
2024-11-08,5810245
2024-11-08,5730689
2024-11-08,5729482
2024-11-08,5728313
2024-11-08,5730271
2024-11-08,5731628
2024-11-08,5734606
2024-11-08,5730836
2024-11-08,5732784
2024-11-08,5722705
2024-11-08,5735192
2024-11-08,5729606
2024-11-08,5734745
2024-11-08,5733409
2024-11-08,5740772
2024-11-08,5729702
2024-11-08,5730469
2024-11-08,5735389
2024-11-08,5738153
2024-11-08,5723022
2024-11-08,5723591
2024-11-08,5740673
2024-11-08,5722741
2024-11-08,5729568
2024-11-08,5725889
2024-11-08,5722904
2024-11-08,5735311
2024-11-08,5729549
2024-11-08,5723533
2024-11-08,5725912
2024-11-08,5733193
2024-11-08,5810067
2024-11-08,5729876
2024-11-08,5737359
2024-11-08,5723414
2024-11-08,5723813
2024-11-08,5723625
2024-11-08,5723068
2024-11-08,5738216
2024-11-08,5730377
2024-11-08,5732933
2024-11-08,5722382
2024-11-08,5728410
2024-11-08,5737547
2024-11-08,5723976
2024-11-08,5730572
2024-11-08,5730604
2024-11-08,5723965
2024-11-08,5735758
2024-11-08,5731638
2024-11-08,5725848
2024-11-08,5722783
2024-11-08,5723431
2024-11-08,5728497
2024-11-08,5734631
2024-11-08,5728795
2024-11-08,5729598
2024-11-09,5728666
2024-11-09,5737025
2024-11-09,5729773
2024-11-09,5729293
2024-11-09,5729372
2024-11-09,5728519
2024-11-09,5732801
2024-11-09,5731367
2024-11-09,5735345
2024-11-09,5731062
2024-11-09,5735127
2024-11-09,5723211
2024-11-09,5732539
2024-11-09,5833815
2024-11-09,5729007
2024-11-09,5723195
2024-11-09,5729898
2024-11-09,5732410
2024-11-09,5722764
2024-11-09,5736149
2024-11-09,5738660
2024-11-09,5734405
2024-11-09,5729442
2024-11-09,5729270
2024-11-09,5735509
2024-11-09,5733665
2024-11-09,5732342
2024-11-09,5729614
2024-11-09,5756616
2024-11-09,5740776
2024-11-09,5731879
2024-11-09,5723460
2024-11-09,5730363
2024-11-09,5732519
2024-11-09,5740649
2024-11-09,5732602
2024-11-09,5736141
2024-11-09,5730483
2024-11-09,5833814
2024-11-09,5733178
2024-11-09,5722430
2024-11-09,5734627
2024-11-09,5732756
2024-11-09,5735078
2024-11-09,5733961
2024-11-09,5733239
2024-11-09,5722010
2024-11-09,5732913
2024-11-09,5732427
2024-11-09,5729680
2024-11-09,5730103
2024-11-09,5732443
2024-11-09,5722327
2024-11-09,5732011
2024-11-09,5736994
2024-11-09,5737562
2024-11-09,5724034
2024-11-09,5736304
2024-11-09,5733861
2024-11-09,5722727
2024-11-09,5736267
2024-11-09,5723830
2024-11-09,5740707
2024-11-10,5729838
2024-11-10,5731304
2024-11-10,5733171
2024-11-10,5732698
2024-11-10,5731256
2024-11-10,5722614
2024-11-10,5736106
2024-11-10,5733993
2024-11-10,5734386
2024-11-10,5732739
2024-11-10,5740558
2024-11-10,5734870
2024-11-10,5728329
2024-11-10,5730378
2024-11-10,5722830
2024-11-10,5735418
2024-11-10,5722531
2024-11-10,5740564
2024-11-10,5735566
2024-11-10,5725913
2024-11-10,5734338
2024-11-10,5732986
2024-11-10,5728889
2024-11-10,5732123
2024-11-10,5736879
2024-11-10,5722290
2024-11-10,5736698
2024-11-10,5728362
2024-11-10,5735990
2024-11-11,5733109
2024-11-11,5732375
2024-11-11,5729211
2024-11-11,5732700
2024-11-11,5734633
2024-11-11,5732177
2024-11-11,5737483
2024-11-11,5730379
2024-11-11,5732466
2024-11-11,5728456
2024-11-11,5738005
2024-11-11,5731122
2024-11-11,5728628
2024-11-11,5731015
2024-11-11,5729936
2024-11-11,5733532
2024-11-11,5729483
2024-11-11,5833845
2024-11-11,5732791
2024-11-11,5731313
2024-11-11,5730554
2024-11-11,5729607
2024-11-11,5723212
2024-11-11,5733059
2024-11-11,5728500
2024-11-11,5740753
2024-11-11,5810589
2024-11-11,5722383
2024-11-11,5735276
2024-11-11,5737381
2024-11-11,5731880
2024-11-11,5728501
2024-11-11,5730873
2024-11-11,5725992
2024-11-11,5731380
2024-11-11,5722326
2024-11-11,5737065
2024-11-11,5729948
2024-11-11,5732247
2024-11-11,5737719
2024-11-11,5722710
2024-11-11,5732446
2024-11-12,5810582
2024-11-12,5733220
2024-11-12,5729916
2024-11-12,5729294
2024-11-12,5740541
2024-11-12,5723810
2024-11-12,5722817
2024-11-12,5728796
2024-11-12,5723599
2024-11-12,5737362
2024-11-12,5723416
2024-11-12,5732373
2024-11-12,5734388
2024-11-12,5723028
2024-11-12,5736568
2024-11-12,5722792
2024-11-12,5735313
2024-11-12,5730364
2024-11-12,5730176
2024-11-12,5722011
2024-11-12,5723644
2024-11-12,5729283
2024-11-12,5732609
2024-11-12,5723977
2024-11-12,5736611
2024-11-12,5732967
2024-11-12,5732039
2024-11-12,5732863
2024-11-12,5735926
2024-11-12,5732816
2024-11-12,5730690
2024-11-12,5731917
2024-11-12,5756623
2024-11-12,5729104
2024-11-12,5723842
2024-11-12,5731642
2024-11-12,5740786
2024-11-12,5729931
2024-11-12,5733997
2024-11-12,5730956
2024-11-12,5732997
2024-11-12,5810379
2024-11-12,5733863
2024-11-12,5730912
2024-11-12,5735407
2024-11-12,5735068
2024-11-12,5833941
2024-11-12,5722746
2024-11-12,5728232
2024-11-12,5729705
2024-11-12,5735652
2024-11-12,5723086
2024-11-12,5728412
2024-11-12,5732544
2024-11-12,5730316
2024-11-12,5736132
2024-11-12,5740664
2024-11-12,5722405
2024-11-12,5729679
2024-11-12,5730608
2024-11-12,5736894
2024-11-12,5730952
2024-11-12,5733845
2024-11-12,5733825
2024-11-12,5735402
2024-11-12,5728647
2024-11-12,5734430
2024-11-12,5722532
2024-11-12,5735703
2024-11-12,5733414
2024-11-12,5732529
2024-11-12,5732980
2024-11-12,5733966
2024-11-12,5728521
2024-11-12,5722769
2024-11-12,5733586
2024-11-12,5724058
2024-11-12,5731064
2024-11-12,5740741
2024-11-13,5811116
2024-11-13,5734607
2024-11-13,5723815
2024-11-13,5730022
2024-11-13,5811194
2024-11-13,5732209
2024-11-13,5725869
2024-11-13,5726050
2024-11-13,5737807
2024-11-13,5737228
2024-11-13,5723153
2024-11-13,5725914
2024-11-13,5810921
2024-11-13,5722911
2024-11-13,5737709
2024-11-13,5809646
2024-11-13,5736142
2024-11-13,5732418
2024-11-13,5734876
2024-11-13,5729027
2024-11-13,5738631
2024-11-13,5736404
2024-11-13,5731829
2024-11-13,5729907
2024-11-13,5729563
2024-11-13,5756622
2024-11-13,5756588
2024-11-13,5734051
2024-11-13,5736287
2024-11-13,5734872
2024-11-13,5725891
2024-11-13,5734788
2024-11-13,5735506
2024-11-13,5729899
2024-11-13,5735224
2024-11-13,5722914
2024-11-13,5733999
2024-11-13,5735476
2024-11-13,5728459
2024-11-13,5732141
2024-11-13,5729550
2024-11-13,5730573
2024-11-13,5732755
2024-11-13,5723436
2024-11-13,5736802
2024-11-13,5734928
2024-11-13,5722706
2024-11-13,5737796
2024-11-13,5734792
2024-11-13,5730477
2024-11-13,5728669
2024-11-13,5730485
2024-11-13,5738142
2024-11-13,5723230
2024-11-13,5728850
2024-11-14,5735653
2024-11-14,5732453
2024-11-14,5738008
2024-11-14,5730950
2024-11-14,5731305
2024-11-14,5723464
2024-11-14,5722328
2024-11-14,5733931
2024-11-14,5728315
2024-11-14,5809863
2024-11-14,5737866
2024-11-14,5722615
2024-11-14,5730945
2024-11-14,5730691
2024-11-14,5733162
2024-11-14,5732632
2024-11-14,5730279
2024-11-14,5734125
2024-11-14,5735139
2024-11-14,5735736
2024-11-14,5729708
2024-11-14,5730105
2024-11-14,5756628
2024-11-14,5723582
2024-11-14,5734085
2024-11-14,5735543
2024-11-15,5728793
2024-11-15,5722291
2024-11-15,5733853
2024-11-15,5732369
2024-11-15,5737539
2024-11-15,5737900
2024-11-15,5730957
2024-11-15,5733860
2024-11-15,5730272
2024-11-15,5729284
2024-11-15,5731582
2024-11-15,5725849
2024-11-15,5722384
2024-11-15,5734263
2024-11-15,5728718
2024-11-15,5728503
2024-11-15,5732143
2024-11-15,5732393
2024-11-15,5729368
2024-11-15,5736811
2024-11-15,5722945
2024-11-15,5737202
2024-11-15,5732763
2024-11-15,5728234
2024-11-15,5730555
2024-11-15,5732457
2024-11-15,5731381
2024-11-15,5734443
2024-11-15,5733102
2024-11-15,5729217
2024-11-15,5735408
2024-11-15,5731257
2024-11-15,5730858
2024-11-15,5735280
2024-11-15,5730280
2024-11-15,5730470
2024-11-15,5733645
2024-11-15,5725993
2024-11-15,5729939
2024-11-15,5724036
2024-11-15,5737994
2024-11-15,5731544
2024-11-15,5729839
2024-11-15,5738034
2024-11-15,5729949
2024-11-15,5731629
2024-11-15,5730108
2024-11-15,5731138
2024-11-15,5728890
2024-11-15,5734353
2024-11-16,5729397
2024-11-16,5796065
2024-11-16,5737808
2024-11-16,5730147
2024-11-16,5730574
2024-11-16,5733737
2024-11-16,5731365
2024-11-16,5728672
2024-11-16,5729484
2024-11-16,5729901
2024-11-16,5733181
2024-11-16,5733224
2024-11-16,5722292
2024-11-16,5723538
2024-11-16,5810205
2024-11-16,5729688
2024-11-16,5735927
2024-11-16,5731716
2024-11-16,5723979
2024-11-16,5722719
2024-11-16,5732614
2024-11-16,5737610
2024-11-16,5809603
2024-11-16,5723439
2024-11-16,5733418
2024-11-16,5734199
2024-11-16,5722807
2024-11-16,5725892
2024-11-16,5736305
2024-11-16,5809604
2024-11-16,5723968
2024-11-16,5722012
2024-11-16,5796208
2024-11-16,5735477
2024-11-16,5723631
2024-11-16,5737830
2024-11-16,5728543
2024-11-16,5729271
2024-11-16,5735129
2024-11-16,5734449
2024-11-16,5729443
2024-11-16,5737364
2024-11-16,5731911
2024-11-16,5728365
2024-11-16,5732808
2024-11-16,5723036
2024-11-16,5736866
2024-11-16,5735221
2024-11-16,5731881
2024-11-16,5728331
2024-11-16,5731183
2024-11-16,5722925
2024-11-16,5728510
2024-11-16,5723812
2024-11-16,5728413
2024-11-16,5733198
2024-11-16,5733667
2024-11-16,5735470
2024-11-16,5733061
2024-11-16,5723249
2024-11-16,5734929
2024-11-16,5729908
2024-11-16,5732015
2024-11-16,5722714
2024-11-16,5724059
2024-11-16,5730838
2024-11-16,5732382
2024-11-16,5728633
2024-11-16,5722919
2024-11-16,5723817
2024-11-16,5740650
2024-11-16,5729776
2024-11-16,5729105
2024-11-16,5734393
2024-11-16,5733123
2024-11-16,5736143
2024-11-16,5732471
2024-11-16,5732378
2024-11-16,5733114
2024-11-16,5730487
2024-11-16,5734616
2024-11-16,5722777
2024-11-16,5736996
2024-11-16,5732248
2024-11-17,5723157
2024-11-17,5735073
2024-11-17,5733282
2024-11-17,5729682
2024-11-17,5740618
2024-11-17,5732376
2024-11-17,5737426
2024-11-17,5723256
2024-11-17,5728547
2024-11-17,5723429
2024-11-17,5725917
2024-11-17,5730692
2024-11-17,5740690
2024-11-17,5732822
2024-11-17,5729057
2024-11-17,5728275
2024-11-17,5732469
2024-11-17,5732703
2024-11-17,5738212
2024-11-17,5732178
2024-11-17,5730380
2024-11-17,5729599
2024-11-17,5733388
2024-11-17,5722332
2024-11-17,5728682
2024-11-17,5735528
2024-11-17,5730611
2024-11-17,5728507
2024-11-17,5737484
2024-11-17,5731545
2024-11-17,5730110
2024-11-17,5730471
2024-11-17,5737031
2024-11-17,5723650
2024-11-17,5722293
2024-11-17,5736784
2024-11-18,5738036
2024-11-18,5732783
2024-11-18,5723205
2024-11-18,5722722
2024-11-18,5732452
2024-11-18,5723553
2024-11-18,5722406
2024-11-18,5738010
2024-11-18,5737902
2024-11-18,5736269
2024-11-18,5730921
2024-11-18,5735197
2024-11-18,5733173
2024-11-18,5736408
2024-11-18,5722534
2024-11-18,5723973
2024-11-18,5730225
2024-11-18,5740708
2024-11-18,5729295
2024-11-18,5728893
2024-11-18,5729840
2024-11-18,5740565
2024-11-18,5732514
2024-11-18,5736882
2024-11-18,5729710
2024-11-18,5732503
2024-11-18,5722715
2024-11-18,5735193
2024-11-18,5735283
2024-11-18,5740590
2024-11-18,5738078
2024-11-19,5733933
2024-11-19,5737721
2024-11-19,5722752
2024-11-19,5726051
2024-11-19,5734396
2024-11-19,5722926
2024-11-19,5734126
2024-11-19,5734838
2024-11-19,5722616
2024-11-19,5731124
2024-11-19,5731314
2024-11-19,5729950
2024-11-19,5729909
2024-11-19,5728797
2024-11-19,5722782
2024-11-19,5729608
2024-11-19,5729444
2024-11-19,5723845
2024-11-19,5732798
2024-11-19,5731584
2024-11-19,5733062
2024-11-19,5737797
2024-11-19,5735471
2024-11-19,5737869
2024-11-19,5732990
2024-11-19,5728469
2024-11-19,5728276
2024-11-19,5729251
2024-11-19,5738239
2024-11-19,5734200
2024-11-19,5736150
2024-11-19,5732769
2024-11-19,5733130
2024-11-19,5732124
2024-11-19,5730839
2024-11-19,5723264
2024-11-19,5728674
2024-11-19,5730581
2024-11-19,5722707
2024-11-19,5732996
2024-11-19,5730946
2024-11-19,5732705
2024-11-19,5729649
2024-11-19,5729373
2024-11-19,5835036
2024-11-19,5729485
2024-11-19,5729028
2024-11-19,5733168
2024-11-19,5723444
2024-11-19,5732429
2024-11-19,5722826
2024-11-19,5733105
2024-11-19,5724062
2024-11-20,5729218
2024-11-20,5722725
2024-11-20,5734042
2024-11-20,5740710
2024-11-20,5722385
2024-11-20,5730317
2024-11-20,5733864
2024-11-20,5732385
2024-11-20,5737383
2024-11-20,5729902
2024-11-20,5738632
2024-11-20,5724041
2024-11-20,5723849
2024-11-20,5732016
2024-11-20,5835039
2024-11-20,5722333
2024-11-20,5723814
2024-11-20,5728235
2024-11-20,5732040
2024-11-20,5733051
2024-11-20,5731913
2024-11-20,5732213
2024-11-20,5740731
2024-11-20,5729694
2024-11-20,5731016
2024-11-20,5723430
2024-11-20,5723465
2024-11-20,5725894
2024-11-20,5730595
2024-11-20,5733672
2024-11-20,5733183
2024-11-20,5723637
2024-11-20,5733204
2024-11-20,5736107
2024-11-20,5723220
2024-11-20,5731383
2024-11-20,5736575
2024-11-20,5735507
2024-11-20,5730774
2024-11-20,5732379
2024-11-20,5835038
2024-11-20,5730859
2024-11-20,5738214
2024-11-20,5729940
2024-11-20,5735351
2024-11-20,5728317
2024-11-20,5737021
2024-11-21,5731185
2024-11-21,5730472
2024-11-21,5729551
2024-11-21,5728723
2024-11-21,5732179
2024-11-21,5736148
2024-11-21,5734608
2024-11-21,5730614
2024-11-21,5735511
2024-11-21,5722013
2024-11-21,5733292
2024-11-21,5737432
2024-11-21,5730111
2024-11-21,5722994
2024-11-21,5731258
2024-11-21,5835205
2024-11-21,5732506
2024-11-21,5723174
2024-11-21,5732757
2024-11-21,5728524
2024-11-21,5731809
2024-11-21,5738193
2024-11-21,5732249
2024-11-21,5733969
2024-11-21,5736596
2024-11-21,5728502
2024-11-21,5732706
2024-11-21,5734001
2024-11-21,5735409
2024-11-21,5730281
2024-11-21,5732813
2024-11-21,5733439
2024-11-21,5722988
2024-11-21,5733545
2024-11-21,5729600
2024-11-21,5737923
2024-11-21,5732460
2024-11-21,5723083
2024-11-21,5730149
2024-11-21,5728387
2024-11-21,5722536
2024-11-21,5731882
2024-11-21,5734057
2024-11-21,5722711
2024-11-22,5728471
2024-11-22,5728461
2024-11-22,5732250
2024-11-22,5735141
2024-11-22,5735202
2024-11-22,5723291
2024-11-22,5732744
2024-11-22,5785418
2024-11-22,5734590
2024-11-22,5732017
2024-11-22,5804678
2024-11-22,5733185
2024-11-22,5785441
2024-11-22,5736878
2024-11-22,5723452
2024-11-22,5785417
2024-11-22,5737438
2024-11-22,5737548
2024-11-22,5804679
2024-11-22,5735508
2024-11-22,5732458
2024-11-22,5730556
2024-11-22,5737149
2024-11-22,5729933
2024-11-22,5785438
2024-11-22,5740682
2024-11-22,5723467
2024-11-22,5730381
2024-11-22,5728560
2024-11-22,5725919
2024-11-22,5729320
2024-11-22,5733172
2024-11-22,5804680
2024-11-22,5804681
2024-11-22,5724043
2024-11-22,5722935
2024-11-22,5732145
2024-11-22,5731315
2024-11-22,5737798
2024-11-22,5785436
2024-11-22,5734599
2024-11-22,5732867
2024-11-22,5735417
2024-11-22,5723221
2024-11-22,5733293
2024-11-22,5729009
2024-11-22,5737848
2024-11-22,5729683
2024-11-22,5804667
2024-11-22,5734618
2024-11-22,5785435
2024-11-22,5726053
2024-11-22,5730958
2024-11-22,5735472
2024-11-22,5729917
2024-11-22,5785416
2024-11-22,5729106
2024-11-22,5733175
2024-11-22,5737001
2024-11-22,5731883
2024-11-22,5730492
2024-11-22,5733831
2024-11-22,5735390
2024-11-22,5736133
2024-11-22,5723401
2024-11-22,5732631
2024-11-22,5723665
2024-11-22,5729398
2024-11-22,5732772
2024-11-22,5733106
2024-11-22,5728340
2024-11-22,5737033
2024-11-22,5723603
2024-11-22,5729713
2024-11-22,5728640
2024-11-22,5785419
2024-11-22,5804664
2024-11-22,5730889
2024-11-22,5735199
2024-11-22,5785442
2024-11-22,5785437
2024-11-22,5734130
2024-11-23,5729552
2024-11-23,5804674
2024-11-23,5728345
2024-11-23,5735391
2024-11-23,5729918
2024-11-23,5737871
2024-11-23,5730318
2024-11-23,5731126
2024-11-23,5723821
2024-11-23,5722294
2024-11-23,5809545
2024-11-23,5804673
2024-11-23,5734366
2024-11-23,5732142
2024-11-23,5730064
2024-11-23,5736108
2024-11-23,5731885
2024-11-23,5737478
2024-11-23,5728341
2024-11-23,5738197
2024-11-23,5733830
2024-11-23,5804672
2024-11-23,5733245
2024-11-23,5740665
2024-11-23,5726052
2024-11-23,5723601
2024-11-23,5734641
2024-11-23,5729321
2024-11-23,5809547
2024-11-23,5733267
2024-11-23,5736711
2024-11-23,5730840
2024-11-23,5723433
2024-11-23,5731017
2024-11-23,5730178
2024-11-23,5729951
2024-11-23,5804675
2024-11-23,5725994
2024-11-23,5735654
2024-11-23,5733003
2024-11-23,5740566
2024-11-23,5723855
2024-11-23,5728513
2024-11-23,5725897
2024-11-23,5729717
2024-11-23,5737540
2024-11-23,5729285
2024-11-23,5729374
2024-11-23,5722832
2024-11-23,5735411
2024-11-23,5735081
2024-11-23,5731830
2024-11-23,5738105
2024-11-23,5730605
2024-11-23,5729486
2024-11-23,5732720
2024-11-24,5785433
2024-11-24,5726054
2024-11-24,5730582
2024-11-24,5730693
2024-11-24,5733064
2024-11-24,5734434
2024-11-24,5736876
2024-11-24,5734376
2024-11-24,5737433
2024-11-24,5734873
2024-11-24,5730180
2024-11-24,5735353
2024-11-24,5809548
2024-11-24,5740758
2024-11-24,5834720
2024-11-24,5729569
2024-11-24,5731630
2024-11-24,5785431
2024-11-24,5732726
2024-11-24,5725854
2024-11-24,5785432
2024-11-24,5785414
2024-11-24,5734264
2024-11-24,5724072
2024-11-24,5731130
2024-11-24,5729322
2024-11-24,5785415
2024-11-24,5809546
2024-11-24,5728726
2024-11-24,5738013
2024-11-24,5730023
2024-11-24,5730925
2024-11-24,5729695
2024-11-24,5785434
2024-11-24,5732144
2024-11-24,5723981
2024-11-24,5734088
2024-11-24,5785412
2024-11-24,5733591
2024-11-24,5730860
2024-11-24,5732018
2024-11-24,5728652
2024-11-24,5732214
2024-11-24,5834325
2024-11-24,5785413
2024-11-24,5730775
2024-11-24,5728506
2024-11-24,5735392
2024-11-24,5728798
2024-11-24,5731136
2024-11-24,5729488
2024-11-24,5732498
2024-11-24,5809602
2024-11-24,5809601
2024-11-25,5723818
2024-11-25,5811367
2024-11-25,5733188
2024-11-25,5736884
2024-11-25,5725900
2024-11-25,5723453
2024-11-25,5732674
2024-11-25,5809611
2024-11-25,5809614
2024-11-25,5733055
2024-11-25,5728236
2024-11-25,5728677
2024-11-25,5728277
2024-11-25,5732766
2024-11-25,5723859
2024-11-25,5732472
2024-11-25,5730776
2024-11-25,5736897
2024-11-25,5729296
2024-11-25,5738014
2024-11-25,5729601
2024-11-25,5731187
2024-11-25,5735083
2024-11-25,5809534
2024-11-25,5722730
2024-11-25,5722959
2024-11-25,5723980
2024-11-25,5740627
2024-11-25,5730112
2024-11-25,5733562
2024-11-25,5809536
2024-11-25,5733440
2024-11-25,5734358
2024-11-25,5735315
2024-11-25,5730024
2024-11-25,5809533
2024-11-25,5811366
2024-11-25,5731647
2024-11-25,5756618
2024-11-25,5735568
2024-11-25,5728462
2024-11-25,5809613
2024-11-25,5735077
2024-11-25,5728537
2024-11-25,5722732
2024-11-25,5732413
2024-11-25,5736151
2024-11-25,5809612
2024-11-25,5809535
2024-11-25,5732998
2024-11-25,5722813
2024-11-25,5734980
2024-11-25,5729942
2024-11-25,5725995
2024-11-25,5740732
2024-11-25,5723604
2024-11-25,5736284
2024-11-26,5729362
2024-11-26,5811368
2024-11-26,5811369
2024-11-26,5732542
2024-11-26,5810248
2024-11-26,6058285
2024-11-26,5729685
2024-11-26,5730619
2024-11-26,5732988
2024-11-26,5810249
2024-11-26,5731018
2024-11-26,5734133
2024-11-26,5732709
2024-11-26,5732511
